"Nuclide","Half Life","f1","Adrenals","Urinary Bladder","Bone Surface","Brain","Breast","Esophagus","Stomach","Small Intestine","Upper Large Intestine","Lower Large Intestine","Colon","Kidneys","Liver","Muscle","Ovaries","Pancreas","Red Marrow","Extratrachial Airways","Lungs","Skin","Spleen","Testes","Thymus","Thyroid","Uterus","Remainder","E"
"Pb-212","10.64h","0.2","2.2E-09","2.4E-09","5.2E-08","2.1E-09","2.2E-09","2.2E-09","3.4E-09","6E-09","1.8E-08","2E-08","1.9E-08","4.4E-08","1.4E-08","2.2E-09","2.4E-09","2.2E-09","6.7E-09","2.1E-09","2.2E-09","2.2E-09","2.2E-09","2.2E-09","2.2E-09","2.1E-09","2.3E-09","2.7E-09","6E-09"
"Pb-214","26.8m","0.2","1.5E-11","1.8E-11","1.9E-10","1E-11","1.1E-11","1.1E-11","8.6E-10","5.5E-10","2.4E-10","3.8E-11","1.5E-10","3.3E-10","4.1E-11","1.3E-11","2.3E-11","2.5E-11","3E-11","1E-11","1.2E-11","1.1E-11","2.6E-11","1.1E-11","1.1E-11","1E-11","2.1E-11","2.7E-11","1.4E-10"
"Bi-200","36.4m","0.05","1.1E-11","1E-11","5E-12","1.1E-13","2.6E-12","1.9E-12","2.2E-10","9.9E-11","1.1E-10","1.1E-10","1.1E-10","1.8E-11","8.5E-12","7.2E-12","3.6E-11","3.7E-11","9.2E-12","3.3E-13","4E-12","2.8E-12","2.4E-11","2.4E-12","1.9E-12","3.3E-13","2.4E-11","9.2E-12","5.1E-11"
"Bi-201","108m","0.05","1.6E-11","2.7E-11","1.1E-11","2.4E-13","3.4E-12","2.5E-12","3.4E-10","3.5E-10","4.9E-10","2.9E-10","4E-10","4.2E-11","1.8E-11","1.5E-11","9.4E-11","4.2E-11","2E-11","6.1E-13","5.3E-12","5.5E-12","2.8E-11","6.2E-12","2.5E-12","6.1E-13","5.9E-11","2.1E-11","1.2E-10"
"Bi-202","1.67h","0.05","2.4E-11","2.5E-11","1.1E-11","2.4E-13","5.3E-12","3.9E-12","3E-10","2.3E-10","3E-10","9.7E-11","2.1E-10","4.1E-11","2.3E-11","1.8E-11","9.8E-11","7E-11","2.4E-11","7.6E-13","8.2E-12","6.9E-12","4.5E-11","5.4E-12","3.9E-12","7.6E-13","7.2E-11","2.2E-11","8.9E-11"
"Bi-203","11.76h","0.05","7.5E-11","2.1E-10","6.6E-11","1.7E-12","1.7E-11","1.3E-11","4.5E-10","9.3E-10","2E-09","2.2E-09","2.1E-09","2.3E-10","1E-10","9.3E-11","6.9E-10","1.5E-10","1.4E-10","4.2E-12","2.4E-11","3.7E-11","1.1E-10","5.8E-11","1.3E-11","4.2E-12","3.6E-10","1.1E-10","4.8E-10"
"Bi-205","15.31d","0.05","1.4E-10","5E-10","1.4E-10","5.2E-12","2.9E-11","2.4E-11","4.9E-10","1.4E-09","2.6E-09","5E-09","3.7E-09","5.7E-10","1.6E-10","1.9E-10","1.5E-09","2.2E-10","2.9E-10","1E-11","4.1E-11","7.8E-11","1.9E-10","1.6E-10","2.4E-11","1E-11","6.8E-10","2.2E-10","9E-10"
"Bi-206","6.243d","0.05","2.5E-10","9.4E-10","2.6E-10","8.3E-12","4.9E-11","4E-11","1E-09","2.9E-09","6.2E-09","1.2E-08","8.7E-09","1.1E-09","3.1E-10","3.6E-10","2.9E-09","4.2E-10","5.6E-10","1.7E-11","7.2E-11","1.4E-10","3.5E-10","2.9E-10","4E-11","1.7E-11","1.3E-09","4E-10","1.9E-09"
"Bi-207","38y","0.05","1.5E-10","5.3E-10","1.5E-10","6.7E-12","2.8E-11","2.4E-11","5.9E-10","1.7E-09","4.1E-09","9.5E-09","6.4E-09","9.1E-10","1.7E-10","2E-10","1.6E-09","2.3E-10","3.1E-10","1.2E-11","4.2E-11","7.8E-11","2E-10","1.7E-10","2.4E-11","1.2E-11","7.2E-10","2.3E-10","1.3E-09"
"Bi-210","5.012d","0.05","2E-11","5.8E-11","2E-11","2E-11","2E-11","2E-11","4.7E-10","1.1E-09","6E-09","1.6E-08","1E-08","5.9E-09","2E-11","2E-11","2E-11","2E-11","2E-11","2E-11","2E-11","2E-11","2E-11","2E-11","2E-11","2E-11","2E-11","1E-10","1.3E-09"
"Bi-210m","3.0E6y","0.05","1.1E-09","1.3E-09","1.1E-09","1.1E-09","1.1E-09","1.1E-09","2.9E-09","5.6E-09","2.8E-08","8E-08","5E-08","3.1E-07","1.1E-09","1.1E-09","1.3E-09","1.1E-09","1.1E-09","1.1E-09","1.1E-09","1.1E-09","1.1E-09","1.1E-09","1.1E-09","1.1E-09","1.2E-09","1.5E-07","1.5E-08"
"Bi-212","60.55m","0.05","1.4E-11","1.8E-11","9.7E-12","6.9E-12","8.8E-12","8.3E-12","1.6E-09","1.1E-09","6.7E-10","1.3E-10","4.3E-10","1.1E-09","1.3E-11","1.2E-11","3E-11","2.9E-11","1.3E-11","7.1E-12","9.5E-12","8.9E-12","2.1E-11","8.3E-12","8.3E-12","7.1E-12","2.4E-11","4.4E-11","2.6E-10"
"Bi-213","45.65m","0.05","5.1E-12","8.2E-12","4.6E-12","4.3E-12","4.5E-12","4.4E-12","1.3E-09","7.4E-10","4.4E-10","1E-10","2.9E-10","6.1E-10","4.9E-12","4.8E-12","6.6E-12","7.3E-12","4.9E-12","4.3E-12","4.6E-12","4.5E-12","6.2E-12","4.4E-12","4.4E-12","4.3E-12","6.1E-12","2.6E-11","2E-10"
"Bi-214","19.9m","0.05","4.2E-12","2.5E-12","1.7E-12","7.1E-13","1.7E-12","1.4E-12","8.6E-10","2.3E-10","5.7E-11","7.3E-12","3.6E-11","6.2E-11","3E-12","2.5E-12","6E-12","1.4E-11","2.6E-12","8.1E-13","2.1E-12","1.5E-12","8.9E-12","1E-12","1.4E-12","8.1E-13","5.2E-12","7.8E-12","1.1E-10"
"Po-203","36.7m","0.5","1.6E-11","1.2E-11","9E-12","2.4E-12","4.7E-12","4.7E-12","1.8E-10","8.6E-11","1E-10","8E-11","9.4E-11","3.4E-11","2.5E-11","9.5E-12","3.7E-11","3.4E-11","1.4E-11","3.1E-12","7.1E-12","4.7E-12","3.7E-11","5E-12","4.7E-12","3.1E-12","2.5E-11","1.1E-11","4.6E-11"
"Po-205","1.80h","0.5","2.9E-11","1.9E-11","1.6E-11","5.1E-12","8.8E-12","9.2E-12","1.8E-10","1.2E-10","1.6E-10","6.9E-11","1.2E-10","6.3E-11","4.9E-11","1.7E-11","5.8E-11","5.5E-11","2.4E-11","6.6E-12","1.3E-11","8.7E-12","6.5E-11","8.5E-12","9.2E-12","6.6E-12","4.3E-11","1.9E-11","5.8E-11"
"Po-207","350m","0.5","4.2E-11","4.4E-11","2.9E-11","8.9E-12","1.4E-11","1.5E-11","2.2E-10","2.3E-10","4.2E-10","2.7E-10","3.6E-10","9.1E-11","7.2E-11","3.1E-11","1.4E-10","7.4E-11","4.4E-11","1.2E-11","2E-11","1.5E-11","8.6E-11","1.8E-11","1.5E-11","1.2E-11","8.8E-11","3.5E-11","1.1E-10"
"Po-210","138.38d","0.5","2.8E-07","2.8E-07","1.6E-06","2.8E-07","2.8E-07","2.8E-07","2.8E-07","2.8E-07","2.9E-07","3.2E-07","3E-07","1.3E-05","6.6E-06","2.8E-07","2.8E-07","2.8E-07","2.6E-06","2.8E-07","2.8E-07","2.8E-07","1.1E-05","2.8E-07","2.8E-07","2.8E-07","2.8E-07","6.5E-06","1.2E-06"
"At-207","1.80h","1.0","2.1E-10","2E-10","2E-10","2E-10","2E-10","2E-10","4.7E-10","2.1E-10","2.2E-10","2.1E-10","2.2E-10","2.1E-10","2.1E-10","2E-10","2.1E-10","2.3E-10","2E-10","2E-10","2E-10","1.9E-10","2.2E-10","2E-10","2E-10","2E-10","2.1E-10","2E-10","2.4E-10"
"At-211","7.214h","1.0","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.2E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08"
"Fr-222","14.4m","1.0","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","2E-09","5.8E-10","5.5E-10","5.4E-10","5.5E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.4E-10","5.5E-10","7.2E-10"
"Fr-223","21.8m","1.0","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.5E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.3E-09","2.4E-09"
"Ra-223","11.434d","0.2","1.3E-08","1.3E-08","2.9E-06","1.3E-08","1.3E-08","1.3E-08","1.9E-08","2.6E-08","1.1E-07","2.7E-07","1.8E-07","1.9E-08","1.5E-07","1.3E-08","1.3E-08","1.3E-08","2.8E-07","1.3E-08","1.3E-08","1.3E-08","1.3E-08","1.2E-08","1.3E-08","1.3E-08","1.3E-08","1.3E-08","1E-07"
"Ra-224","3.66d","0.2","1.1E-08","1.1E-08","1.7E-06","1.1E-08","1.1E-08","1.1E-08","1.5E-08","1.8E-08","8.3E-08","2.2E-07","1.4E-07","4.6E-08","5.7E-08","1.1E-08","1.1E-08","1.1E-08","1.7E-07","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.1E-08","6.5E-08"
"Ra-225","14.8d","0.2","1.1E-08","1.1E-08","3.6E-06","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.2E-08","1.8E-08","4.7E-08","3E-08","3.7E-08","1.9E-07","1.1E-08","1.3E-08","1.1E-08","3.5E-07","1.1E-08","1.1E-08","1.1E-08","1.1E-08","1.3E-08","1.1E-08","1.1E-08","1.1E-08","1.2E-08","9.9E-08"
"Ra-226","1600y","0.2","4.1E-08","4E-08","1.2E-05","4.1E-08","4E-08","4E-08","4.1E-08","4.2E-08","6.4E-08","1.5E-07","9.9E-08","5.9E-08","1.8E-07","4E-08","4.1E-08","4E-08","8.7E-07","4E-08","4E-08","4E-08","5.3E-08","4E-08","4E-08","4E-08","4E-08","4E-08","2.8E-07"
"Ra-227","42.2m","0.2","6.1E-12","6E-12","2E-09","5.4E-12","5.5E-12","5.5E-12","2.7E-10","1.3E-10","6.8E-11","1.8E-11","4.6E-11","3E-11","8.2E-11","5.8E-12","1.9E-11","8.3E-12","1.1E-10","5.4E-12","5.6E-12","5.5E-12","7.2E-12","1.7E-11","5.5E-12","5.4E-12","7E-12","8.7E-12","8.1E-11"
"Ra-228","5.75y","0.2","1.5E-07","1.5E-07","2.2E-05","1.5E-07","1.5E-07","1.5E-07","1.5E-07","1.5E-07","1.7E-07","2.2E-07","1.9E-07","4.3E-07","1E-06","1.5E-07","2.1E-07","1.5E-07","2.3E-06","1.5E-07","1.5E-07","1.5E-07","1.5E-07","2.1E-07","1.5E-07","1.5E-07","1.5E-07","1.5E-07","6.9E-07"
"Ac-224","2.9h","0.0005","5.6E-12","1.5E-11","5.2E-10","7.3E-13","1.7E-12","1.4E-12","5.6E-10","1E-09","3.4E-09","7.1E-09","5E-09","1.1E-11","1.5E-10","7.1E-12","5.5E-11","1.3E-11","5.2E-11","8.4E-13","2.2E-12","3E-12","9.4E-12","1E-11","1.4E-12","8.4E-13","2.7E-11","2.9E-11","7E-10"
"Ac-225","10.0d","0.0005","3.2E-11","9.3E-11","4.9E-08","2E-11","2.2E-11","2.1E-11","5.3E-09","1.7E-08","1E-07","2.8E-07","1.8E-07","5E-11","1.3E-08","4.6E-11","7.9E-10","4.4E-11","4E-09","2E-11","2.3E-11","2.8E-11","3.9E-11","5.8E-10","2.1E-11","2E-11","1.2E-10","3.9E-10","2.4E-08"
"Ac-226","29h","0.0005","1.9E-11","4.2E-11","4.6E-09","1.3E-11","1.3E-11","1.3E-11","3.3E-09","1.2E-08","5.8E-08","1.1E-07","8E-08","2.7E-11","1.2E-09","2.3E-11","1.5E-10","2.7E-11","4E-10","1.3E-11","1.4E-11","1.6E-11","2.3E-11","7.1E-11","1.3E-11","1.3E-11","5.8E-11","2.7E-10","1E-08"
"Ac-227","21.773y","0.0005","2.5E-10","4.2E-11","3.4E-05","5.2E-11","5.2E-11","5.7E-11","1.3E-10","2.4E-10","1.5E-09","7.6E-09","4.1E-09","1.7E-10","7.7E-06","7.2E-11","4.2E-07","1.9E-10","2.7E-06","4.2E-11","1.2E-10","4.1E-11","6.4E-11","4.2E-07","5.7E-11","4.2E-11","6.4E-11","7.6E-11","1.1E-06"
"Ac-228","6.13h","0.0005","1.9E-11","4.1E-11","1.5E-09","1.6E-13","4.3E-12","3.1E-12","6.1E-10","1E-09","2.4E-09","1.9E-09","2.2E-09","3.7E-11","4.2E-10","2.2E-11","1.7E-10","4.6E-11","1.5E-10","6.9E-13","6.4E-12","8.5E-12","3.1E-11","2.7E-11","3.1E-12","6.9E-13","9E-11","4.3E-11","4.3E-10"
"Th-226","30.9m","0.0005","2.1E-13","1.7E-13","2.1E-11","1.4E-13","1.5E-13","1.4E-13","2.7E-09","1.1E-09","3.5E-10","3.1E-11","2.1E-10","5.9E-13","4.4E-13","1.7E-13","4.3E-13","4.1E-13","9.9E-13","1.4E-13","1.6E-13","1.5E-13","3.1E-13","2.9E-13","1.4E-13","1.4E-13","2.6E-13","2.3E-11","3.5E-10"
"Th-227","18.718d","0.0005","3.2E-10","3.6E-10","8.8E-08","3.1E-10","3.1E-10","3.1E-10","1.8E-09","4.1E-09","2.6E-08","8.8E-08","5.2E-08","2.7E-09","4.9E-09","3.3E-10","6.8E-10","3.3E-10","7.9E-09","3.1E-10","3.1E-10","3.2E-10","3.2E-10","5.5E-10","3.1E-10","3.1E-10","3.8E-10","4.3E-10","8.8E-09"
"Th-228","1.9131y","0.0005","7.1E-09","7.2E-09","2.5E-06","7.1E-09","7.1E-09","7.1E-09","8.4E-09","1.1E-08","4E-08","1.5E-07","8.8E-08","6.5E-08","1E-07","7.1E-09","2.1E-08","7.1E-09","2E-07","7.1E-09","7.1E-09","7.1E-09","7.1E-09","2.1E-08","7.1E-09","7.1E-09","7.2E-09","7.8E-09","7.2E-08"
"Th-229","7340y","0.0005","7.6E-08","7.6E-08","2.3E-05","7.6E-08","7.6E-08","7.6E-08","7.8E-08","8E-08","9.7E-08","1.4E-07","1.2E-07","3E-07","1.1E-06","7.6E-08","1.7E-07","7.6E-08","1.1E-06","7.6E-08","7.6E-08","7.6E-08","7.3E-08","1.8E-07","7.6E-08","7.6E-08","7.6E-08","7.9E-08","4.9E-07"
"Th-230","7.7E4y","0.0005","1.4E-08","1.4E-08","1.2E-05","1.4E-08","1.4E-08","1.4E-08","1.5E-08","1.6E-08","3E-08","6.2E-08","4.4E-08","1.9E-07","1.6E-07","1.4E-08","9.9E-08","1.4E-08","4.2E-07","1.4E-08","1.4E-08","1.4E-08","1.4E-08","1E-07","1.4E-08","1.4E-08","1.4E-08","1.5E-08","2.1E-07"
"Th-231","25.52h","0.0005","4.8E-13","2.9E-12","5.8E-12","1.8E-14","6E-14","4.3E-14","1.9E-10","4.4E-10","1.9E-09","3.4E-09","2.5E-09","1.4E-12","9.9E-13","1.4E-12","1.9E-11","1.5E-12","1.8E-12","2E-14","1.2E-13","2.9E-13","9.6E-13","5.6E-13","4.3E-14","2E-14","4.9E-12","1E-11","3.4E-10"
"Th-232","1.405E10y","0.0005","3.6E-08","3.6E-08","1.2E-05","3.6E-08","3.6E-08","3.6E-08","3.6E-08","3.8E-08","5E-08","7.9E-08","6.3E-08","1.8E-07","1.9E-07","3.6E-08","1.1E-07","3.6E-08","4.7E-07","3.6E-08","3.6E-08","3.6E-08","3.6E-08","1.1E-07","3.6E-08","3.6E-08","3.6E-08","3.7E-08","2.3E-07"
"Th-234","24.10d","0.0005","2.1E-12","9.8E-12","4.7E-11","6.5E-13","8.8E-13","8.2E-13","1E-09","2.5E-09","1.5E-08","4.3E-08","2.7E-08","1.9E-11","7.9E-12","3.8E-12","3.2E-11","3.8E-12","2.9E-11","6.8E-13","1E-12","1.7E-12","3.1E-12","4.6E-12","8.2E-13","6.8E-13","1.3E-11","5.7E-11","3.4E-09"
"Pa-227","38.3m","0.0005","5.1E-13","4.2E-13","2.3E-11","2E-13","2.6E-13","2.4E-13","3.3E-09","1.8E-09","7E-10","9.5E-11","4.4E-10","1.7E-12","1.3E-12","3.9E-13","1.1E-12","1.4E-12","2.2E-12","2.1E-13","3.1E-13","2.6E-13","9.4E-13","2.4E-13","2.4E-13","2.1E-13","9.1E-13","3.7E-11","4.5E-10"
"Pa-228","22h","0.0005","4.4E-11","1.6E-10","4.8E-09","4.5E-13","9.3E-12","6.8E-12","4.3E-10","1E-09","3.2E-09","5.3E-09","4.1E-09","1.2E-10","8.8E-11","6.8E-11","5.5E-10","9.3E-11","4.8E-10","1.7E-12","1.4E-11","2.5E-11","6.7E-11","4.7E-11","6.8E-12","1.7E-12","2.7E-10","8.6E-11","7.8E-10"
"Pa-230","17.4d","0.0005","4.1E-11","2.1E-10","1E-08","5.3E-13","8.5E-12","6.3E-12","2.7E-10","7.9E-10","2.3E-09","6.6E-09","4.2E-09","4.5E-10","3.1E-10","7.8E-11","6.8E-10","8.2E-11","9.4E-10","1.7E-12","1.3E-11","2.8E-11","6.3E-11","6.4E-11","6.3E-12","1.7E-12","3E-10","9.3E-11","9.2E-10"
"Pa-231","3.276E4y","0.0005","9E-11","4.9E-11","3.6E-05","5.4E-11","2.6E-11","3.6E-11","1.3E-09","3.2E-09","1.9E-08","5.4E-08","3.4E-08","3.4E-09","2.2E-09","4.9E-11","1.3E-10","5.8E-11","2.9E-06","4E-11","4.7E-11","3E-11","4.1E-11","2.5E-11","3.6E-11","4E-11","6.8E-11","1.5E-10","7.1E-07"
"Pa-232","1.31d","0.0005","4.1E-11","1.6E-10","2.6E-09","3.1E-13","8.8E-12","6.4E-12","4E-10","9.9E-10","3.1E-09","5.2E-09","4E-09","8.8E-11","6.3E-11","6.7E-11","5.5E-10","8.5E-11","3.1E-10","1.5E-12","1.3E-11","2.5E-11","6.2E-11","4.9E-11","6.4E-12","1.5E-12","2.6E-10","8.4E-11","7.2E-10"
"Pa-233","27.0d","0.0005","1.3E-11","7.5E-11","6.6E-11","1.5E-13","2E-12","1.5E-12","2.9E-10","7.7E-10","3.7E-09","1E-08","6.5E-09","3.3E-11","2.1E-11","2.6E-11","2.3E-10","2.7E-11","4.6E-11","3.4E-13","3.4E-12","8.3E-12","2.1E-11","2.1E-11","1.5E-12","3.4E-13","1.1E-10","4.1E-11","8.7E-10"
"Pa-234","6.70h","0.0005","4E-11","9E-11","3.2E-11","2.8E-13","8.7E-12","6.2E-12","7.6E-10","1.3E-09","3E-09","2.4E-09","2.8E-09","7.8E-11","5.6E-11","4.7E-11","3.4E-10","9.6E-11","6.9E-11","1.3E-12","1.3E-11","1.8E-11","6.5E-11","2.4E-11","6.2E-12","1.3E-12","1.9E-10","7.2E-11","5.1E-10"
"U-230","20.8d","0.02","5.3E-09","5.7E-09","4.8E-07","5.3E-09","5.3E-09","5.3E-09","1E-08","2.1E-08","1.2E-07","3.3E-07","2.1E-07","6.2E-07","1.8E-08","5.3E-09","5.3E-09","5.3E-09","4.9E-08","5.3E-09","5.3E-09","5.3E-09","5.5E-09","5.3E-09","5.3E-09","5.3E-09","5.3E-09","3.1E-07","5.6E-08"
"U-231","4.2d","0.02","4.8E-12","3E-11","1.2E-10","5.1E-13","8E-13","7.2E-13","1.1E-10","2.8E-10","1.3E-09","3E-09","2E-09","5.1E-11","9.7E-12","9.1E-12","9.1E-11","1E-11","1.9E-11","5.2E-13","1.3E-12","2.6E-12","7.8E-12","6.3E-12","7.2E-13","5.2E-13","3.6E-11","1.5E-11","2.8E-10"
"U-232","72y","0.02","1.6E-07","1.6E-07","7.2E-06","1.6E-07","1.6E-07","1.6E-07","1.6E-07","1.6E-07","1.8E-07","2.3E-07","2E-07","6.8E-07","7.2E-07","1.6E-07","1.7E-07","1.6E-07","7E-07","1.6E-07","1.6E-07","1.6E-07","1.6E-07","1.7E-07","1.6E-07","1.6E-07","1.6E-07","1.7E-07","3.3E-07"
"U-233","1.585E5y","0.02","2.8E-08","2.8E-08","8.4E-07","2.8E-08","2.8E-08","2.8E-08","2.9E-08","3.1E-08","4.5E-08","7.7E-08","5.9E-08","2.9E-07","1.1E-07","2.8E-08","2.8E-08","2.8E-08","8.4E-08","2.8E-08","2.8E-08","2.8E-08","2.8E-08","2.9E-08","2.8E-08","2.8E-08","2.8E-08","3.1E-08","5.1E-08"
"U-234","2.445E5y","0.02","2.7E-08","2.8E-08","7.8E-07","2.7E-08","2.7E-08","2.7E-08","2.9E-08","3E-08","4.4E-08","7.6E-08","5.8E-08","2.9E-07","1.1E-07","2.7E-08","2.8E-08","2.7E-08","8.1E-08","2.7E-08","2.8E-08","2.7E-08","2.7E-08","2.7E-08","2.7E-08","2.7E-08","2.7E-08","3E-08","4.9E-08"
"U-235","703.8E6y","0.02","2.6E-08","2.6E-08","7.4E-07","2.6E-08","2.6E-08","2.6E-08","2.7E-08","2.8E-08","4.3E-08","7.8E-08","5.8E-08","2.7E-07","1E-07","2.6E-08","2.6E-08","2.6E-08","7.6E-08","2.6E-08","2.6E-08","2.6E-08","2.6E-08","2.6E-08","2.6E-08","2.6E-08","2.6E-08","2.8E-08","4.7E-08"
"U-236","2.3415E7y","0.02","2.6E-08","2.6E-08","7.4E-07","2.6E-08","2.6E-08","2.6E-08","2.7E-08","2.9E-08","4.2E-08","7.2E-08","5.5E-08","2.7E-07","1E-07","2.6E-08","2.6E-08","2.6E-08","7.7E-08","2.6E-08","2.6E-08","2.6E-08","2.6E-08","2.6E-08","2.6E-08","2.6E-08","2.6E-08","2.9E-08","4.7E-08"
"U-237","6.75d","0.02","1E-11","6.5E-11","1E-10","9.4E-13","1.7E-12","1.5E-12","2.7E-10","6.9E-10","3.4E-09","8.7E-09","5.7E-09","1.4E-10","1.6E-11","1.8E-11","1.6E-10","2E-11","3.7E-11","9.9E-13","2.8E-12","5.6E-12","1.6E-11","1.3E-11","1.5E-12","9.9E-13","7.3E-11","3.3E-11","7.6E-10"
"U-238","4.468E9y","0.02","2.5E-08","2.5E-08","7.1E-07","2.4E-08","2.4E-08","2.4E-08","2.5E-08","2.7E-08","3.9E-08","6.9E-08","5.2E-08","2.5E-07","9.6E-08","2.4E-08","2.5E-08","2.4E-08","7.5E-08","2.4E-08","2.5E-08","2.4E-08","2.4E-08","2.5E-08","2.4E-08","2.4E-08","2.4E-08","2.7E-08","4.5E-08"
"U-239","23.54m","0.02","2.4E-13","5.9E-13","5.7E-13","5.3E-15","4.2E-14","2.8E-14","1.8E-10","5.9E-11","4.1E-11","6.1E-11","4.9E-11","8.7E-13","2.2E-13","2.1E-13","1.4E-12","9.3E-13","3E-13","7.3E-15","8.5E-14","6.6E-14","5.9E-13","9.3E-14","2.8E-14","7.3E-15","7.7E-13","1.4E-12","2.7E-11"
"U-240","14.1h","0.02","1.1E-11","6.9E-11","2.3E-11","5.5E-13","2.6E-12","2E-12","8.5E-10","2E-09","7.1E-09","9.4E-09","8.1E-09","7.5E-11","1.7E-11","1.6E-11","1.2E-10","2.3E-11","2.7E-11","8.4E-13","3.7E-12","6E-12","1.6E-11","1E-11","2E-12","8.4E-13","6E-11","5.7E-11","1.1E-09"
"Np-232","14.7m","0.0005","2.5E-12","7.9E-13","1.3E-11","3.2E-14","6.2E-13","4.6E-13","6.5E-11","1.2E-11","7.2E-12","2.4E-12","5.1E-12","2.6E-12","1.7E-12","1.1E-12","3.1E-12","9.4E-12","1.6E-12","8.1E-14","9.8E-13","4.8E-13","5.9E-12","3.5E-13","4.6E-13","8.1E-14","2.5E-12","1.4E-12","9.7E-12"
"Np-233","36.2m","0.0005","3.9E-13","2.3E-13","3E-13","4E-16","7.2E-14","4.4E-14","1.3E-11","5.2E-12","3.5E-12","8.8E-13","2.4E-12","5.2E-13","3E-13","2.3E-13","1E-12","1.6E-12","2.6E-13","3.2E-15","1.4E-13","6.9E-14","1E-12","2.9E-14","4.4E-14","3.2E-15","8.5E-13","3.4E-13","2.2E-12"
"Np-234","4.4d","0.0005","7.8E-11","3.5E-10","1E-10","1.1E-12","1.9E-11","1.4E-11","4.3E-10","1.2E-09","2.8E-09","5.3E-09","3.9E-09","1.7E-10","1.2E-10","1.4E-10","1.1E-09","1.5E-10","2.1E-10","4.1E-12","2.6E-11","5.6E-11","1.2E-10","1.1E-10","1.4E-11","4.1E-12","5.1E-10","1.6E-10","8.1E-10"
"Np-235","396.1d","0.0005","1.7E-13","7E-13","4.4E-11","9.1E-14","6.9E-14","7E-14","1.5E-11","4E-11","2.2E-10","6.3E-10","4E-10","9.9E-13","3.3E-12","5.2E-13","1E-11","3E-13","4.7E-12","6.3E-14","9.9E-14","1.3E-13","1.8E-13","7.7E-13","7E-14","6.3E-14","8.5E-13","1.3E-12","5.3E-11"
"Np-236","115E3y","0.0005","1.6E-09","1.6E-09","9.4E-07","1.5E-09","1.5E-09","1.5E-09","1.8E-09","2.3E-09","5.5E-09","1.3E-08","8.7E-09","2E-09","9.3E-09","1.6E-09","1.3E-08","1.6E-09","2.6E-08","1.5E-09","1.5E-09","1.5E-09","1.5E-09","1.3E-08","1.5E-09","1.5E-09","1.6E-09","1.6E-09","1.7E-08"
"Np-236m","22.5h","0.0005","3E-12","9.6E-12","9E-10","1E-12","1.2E-12","1.1E-12","1.1E-10","2.5E-10","1E-09","1.7E-09","1.3E-09","9.6E-12","2.5E-11","4.3E-12","4.1E-11","5.7E-12","5.1E-11","1E-12","1.5E-12","1.9E-12","4.4E-12","1.4E-11","1.1E-12","1E-12","1.5E-11","9.4E-12","1.9E-10"
"Np-237","2.14E6y","0.0005","7.2E-09","7.1E-09","5.4E-06","7.2E-09","7.1E-09","7.1E-09","8.3E-09","1E-08","2.5E-08","6E-08","4E-08","1.9E-08","8.7E-08","7.1E-09","7.2E-08","7.1E-09","2.1E-07","7.1E-09","7.1E-09","7.1E-09","7.1E-09","7.4E-08","7.1E-09","7.1E-09","7.2E-09","7.3E-09","1.1E-07"
"Np-238","2.117d","0.0005","2.7E-11","1.1E-10","3.9E-10","7.1E-13","6.7E-12","5E-12","4.3E-10","1.1E-09","4.3E-09","8.9E-09","6.3E-09","6E-11","4.8E-11","4.7E-11","4E-10","5.5E-11","8.6E-11","1.6E-12","9.3E-12","1.8E-11","4.1E-11","4E-11","5E-12","1.6E-12","1.8E-10","6.7E-11","9.1E-10"
"Np-239","2.355d","0.0005","9E-12","4.6E-11","2.5E-11","5.3E-14","1.1E-12","8.3E-13","3.4E-10","8.5E-10","3.9E-09","8.7E-09","6E-09","2.1E-11","1.4E-11","1.7E-11","1.5E-10","2E-11","2.6E-11","1.5E-13","2.1E-12","5E-12","1.5E-11","1.2E-11","8.3E-13","1.5E-13","7E-11","3.3E-11","8E-10"
"Np-240","65m","0.0005","8.3E-12","6.6E-12","3.7E-12","5.1E-14","1.9E-12","1.4E-12","4.6E-10","3E-10","2.3E-10","5E-11","1.5E-10","1.1E-11","7.1E-12","5.6E-12","2.8E-11","2.7E-11","7.2E-12","2.2E-13","3E-12","2.1E-12","1.7E-11","1.4E-12","1.4E-12","2.2E-13","2.1E-11","1.2E-11","8.2E-11"
